0.0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  15.2676113946
0.0  0  0  0  1  1  1  1  1  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  15.9070980925
0.0  1  1  1  1  1  0  0  0  1  0  0  0  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  15.5540558112
0.0  1  1  0  1  1  1  0  0  0  0  0  1  1  1  1  1  1  1  1  1  0  1  1  1  1  1  1  1  1  1  1  1  15.5146857111
0.0  0  0  0  0  1  1  1  1  1  1  1  1  1  0  0  0  0  0  0  0  0  1  1  1  1  1  1  1  0  1  1  1  15.783591187
0.0  0  0  1  1  1  1  1  1  1  1  0  0  0  0  0  0  0  0  0  1  1  1  1  1  1  1  0  0  1  1  1  1  15.8260434954
0.0  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  1  0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  15.4313182011
0.0  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  0  0  0  0  0  0  15.7431289263
0.0  0  0  1  1  0  1  0  1  0  1  0  1  0  1  1  0  1  0  1  1  1  1  0  1  0  1  0  1  0  1  0  1  15.9281170351
0.0  1  1  0  1  0  1  0  1  0  0  1  0  1  0  1  1  0  1  0  0  1  0  1  0  1  0  1  0  1  1  0  1  15.9902432671
0.0  0  1  0  1  0  1  0  0  1  0  1  0  1  0  1  0  1  0  1  0  1  0  1  1  0  1  1  0  1  1  0  1  15.9607412996
0.0  1  1  0  1  1  0  1  0  0  1  1  1  0  1  0  0  1  0  1  1  0  1  0  0  1  0  1  0  1  0  1  0  16.0910837149
0.0  0  1  0  1  1  1  1  0  1  1  0  1  0  1  1  1  0  0  1  0  1  1  1  1  0  1  1  0  1  0  1  0  15.8891950804
0.0  1  1  0  1  1  0  1  0  0  0  0  0  1  0  0  1  1  0  1  1  0  0  1  0  1  0  0  1  0  1  0  1  16.1330431039
